,Brand,Model,Spec,Year,dB at idle,dB at 50km/h,dB at 80km/h,dB at 100km/h,dB at 120km/h,dB at 140km/h
1003,Mini,Cooper,D,2008, 49.2 , 64.1 , 72.1 , 73.1 , 74.1 , 76.1 
1004,Mini,Cooper,Cabrio,2009, 46.5 , 57.3 , 65.9 , 70.1 , 71.6 , 73.5 
1005,Mini,Cooper, ,2010, 41.4 , 62.7 , 65.8 , 68.4 , 71.1 , 73.4 
1006,Mini,Cooper,Stationcar,2010, 37.0 , 59.6 , 64.1 , 67.4 , 70.1 , 73.1 
1007,Mini,Cooper,1.6,2011, 46.3 , 56.6 , 63.1 , 66.2 , 69.7 , 73.2 
1008,Mini,Cooper,S Coupe,2011, 45.8 , 56.4 , 64.9 , 69.1 , 70.5 , 72.3 
1009,Mini,Cooper,Stationcar,2011, 37.2 , 60.2 , 65.1 , 67.0 , 70.8 , 73.1 
1010,Mini,Cooper, ,2014, 42.0 , 60.3 , 62.8 , 65.5 , 67.5 , 70.4 
1011,Mini,Cooper,1.5,2014, 43.4 , 59.1 , 63.2 , 69.3 , 70.4 , 71.6 
1012,Mini,Cooper,S Clubman,2015, 48.9 , 59.2 , 64.3 , 68.3 , 71.9 , 75.3 
1013,Mini,Cooper,1.5 Cabrio,2016, 42.2 , 58.8 , 64.1 , 68.6 , 72.7 , 74.5 
1014,Mini,Cooper,2.0D,2016, 45.1 , 59.2 , 61.7 , 64.3 , 67.3 , 70.7 
1015,Mini,Cooper,Cabrio,2016, 45.9 , 65.7 , 68.5 , 70.1 , 71.1 , 74.7 
1016,Mini,Cooper,S,2016, 40.9 , 61.8 , 65.0 , 68.3 , 70.1 , 73.7 
1017,Mini,Cooper,S,2017, 38.9 , 61.8 , 65.5 , 69.3 , 70.1 , 73.7 
1018,Mini,Countryman,Cooper,2012, 38.4 , 61.2 , 63.3 , 67.0 , 71.6 , 75.2 
1019,Mini,Countryman,1.6,2014, 40.2 , 57.8 , 63.4 , 65.8 , 68.7 , 73.2 
1020,Mini,Countryman, ,2015, 43.6 , 60.2 , 63.6 , 66.9 , 69.6 , 71.3 
1021,Mini,Countryman,1.6,2015, 39.3 , 59.0 , 63.8 , 66.3 , 69.9 , 73.0 
1022,Mini,Roadster,Cooper S,2012, 44.8 , 55.1 , 63.4 , 67.6 , 68.9 , 70.6 
1023,Mitsubihi,Lancer,Sportback 1.6,2011, 45.0 , 55.4 , 63.8 , 68.9 , 69.3 , 70.1 
1024,Mitsubishi,ASX,1.6,2010, 43.8 , 53.9 , 62.0 , 66.9 , 67.4 , 68.2 
1025,Mitsubishi,ASX,1.6,2013, 44.1 , 59.0 , 62.5 , 65.0 , 68.9 , 72.2 
1026,Mitsubishi,ASX,1.6,2015, 44.9 , 61.2 , 65.1 , 68.9 , 72.5 , 74.3 
1027,Mitsubishi,ASX,1.6,2016, 40.2 , 59.7 , 64.6 , 69.2 , 72.7 , 76.1 
1028,Mitsubishi,Colt,1.3 Invit,2009, 42.2 , 61.8 , 66.3 , 69.6 , 72.1 , 75.1 
1029,Mitsubishi,Colt,1.3,2010, 41.7 , 60.8 , 64.8 , 67.7 , 70.6 , 73.3 
1030,Mitsubishi,i,0.7,2010, 47.3 , 56.2 , 61.6 , 64.9 , 65.8 , 66.6 
1031,Mitsubishi,Lancer,110,2008, 39.2 , 63.3 , 69.2 , 70.6 , 74.6 , 75.1 
1032,Mitsubishi,Lancer,Evo X,2008, 45.6 , 58.2 , 65.9 , 70.4 , 72.4 , 74.5 
1033,Mitsubishi,Lancer,Evolution MR,2008, 46.5 , 57.2 , 65.8 , 70.1 , 71.5 , 73.3 
1034,Mitsubishi,Lancer,GTS,2008, 43.9 , 55.3 , 62.4 , 66.1 , 69.5 , 72.9 
1035,Mitsubishi,Lancer,1.8 Stationcar,2009, 47.3 , 58.2 , 67.0 , 69.4 , 72.9 , 76.9 
1036,Mitsubishi,Lancer ,2.0 DI-D,2008, 46.2 , 56.8 , 65.3 , 69.7 , 71.0 , 72.7 
1037,Mitsubishi,Outlander,2.2 DI-D,2008, 45.5 , 62.1 , 64.4 , 67.5 , 71.3 , 72.8 
1038,Mitsubishi,Outlander,2.4 CVT,2008, 41.2 , 61.6 , 66.1 , 68.1 , 72.1 , 74.4 
1039,Mitsubishi,Outlander,2.2 DI-D,2010, 43.4 , 53.4 , 61.4 , 64.0 , 66.8 , 70.0 
1040,Mitsubishi,Outlander,2.0,2011, 39.1 , 53.9 , 63.1 , 68.3 , 71.0 , 73.8 
1041,Mitsubishi,Outlander,2.0,2013, 45.8 , 59.6 , 65.1 , 69.6 , 71.8 , 76.0 
1042,Mitsubishi,Outlander,PHEV,2014, 44.0 , 55.6 , 59.6 , 64.6 , 67.8 , 70.2 
1043,Mitsubishi,Space Star,1.0,2013, 48.2 , 60.1 , 66.5 , 69.3 , 74.2 , 77.4 
1044,Mitsubishi,Space Star,1.0,2013, 42.4 , 59.6 , 65.5 , 69.1 , 72.5 , 75.0 
1045,Mitsubishi,Space Star,1.2,2017, 43.5 , 59.3 , 65.0 , 68.2 , 74.6 , 74.7 
1046,Nissan,350Z, ,2008, 46.3 , 57.0 , 65.5 , 69.7 , 71.2 , 73.1 
1047,Nissan,370Z, ,2009, 48.0 , 59.2 , 66.3 , 69.8 , 73.4 , 77.1 
1048,Nissan,370Z, ,2010, 47.3 , 58.2 , 67.0 , 70.5 , 72.9 , 75.6 
1049,Nissan,370Z,Cabrio,2010, 48.1 , 58.6 , 65.2 , 68.5 , 71.8 , 75.2 
1050,Nissan,370Z, ,2017, 44.9 , 65.7 , 68.5 , 71.3 , 74.0 , 77.8 
1051,Nissan,Altima,3.5 V6,2008, 39.3 , 51.8 , 59.7 , 63.8 , 67.1 , 70.5 
1052,Nissan,Altima,3.5 V6,2012, 38.7 , 49.4 , 56.1 , 59.4 , 63.0 , 66.5 
1053,Nissan,Altima,2.5,2013, 39.7 , 50.8 , 57.6 , 61.4 , 63.9 , 66.5 
1054,Nissan,Altima,2.5,2016, 41.9 , 52.3 , 58.7 , 62.3 , 64.4 , 66.5 
1055,Nissan,Cube,S,2009, 41.0 , 55.9 , 65.0 , 70.7 , 71.7 , 72.7 
1056,Nissan,Cube,1.6 CVT,2010, 44.4 , 54.6 , 62.8 , 66.5 , 68.3 , 70.5 
1057,Nissan,GT-R, ,2009, 52.6 , 64.9 , 72.5 , 76.9 , 79.0 , 81.2 
1058,Nissan,GT-R, ,2011, 51.9 , 65.8 , 67.4 , 72.1 , 74.5 , 75.3 
1059,Nissan,GT-R, ,2012, 51.5 , 61.2 , 67.2 , 70.3 , 73.4 , 76.5 
1060,Nissan,GT-R, ,2013, 50.9 , 62.8 , 70.1 , 74.2 , 76.7 , 79.2 
1061,Nissan,GT-R,3.8 V6,2017, 48.9 , 64.7 , 68.0 , 71.3 , 72.1 , 75.8 
1062,Nissan,Juke,1.6,2011, 42.5 , 56.6 , 65.2 , 70.3 , 72.0 , 73.8 
1063,Nissan,Juke,1.6 DIG-T,2011, 37.9 , 59.8 , 66.2 , 68.8 , 70.2 , 72.7 
1064,Nissan,Juke,1.6,2013, 38.0 , 57.6 , 64.1 , 66.3 , 70.3 , 73.6 
1065,Nissan,Juke,Nismo,2013, 40.8 , 54.3 , 62.5 , 67.7 , 68.7 , 69.8 
1066,Nissan,Juke,1.2,2014, 41.4 , 56.9 , 62.4 , 65.1 , 68.8 , 71.7 
1067,Nissan,Leaf, ,2011, 37.2 , 53.2 , 63.1 , 68.7 , 71.8 , 74.9 
1068,Nissan,Leaf, ,2011, 42.8 , 52.7 , 60.6 , 64.7 , 65.9 , 67.5 
1069,Nissan,Leaf, ,2013, 44.9 , 58.5 , 62.3 , 66.3 , 69.1 , 70.7 
1070,Nissan,Leaf,EV,2017, 44.1 , 54.3 , 59.7 , 61.8 , 68.0 , 68.1 
1071,Nissan,Maxima,3.5 V6,2009, 42.5 , 55.8 , 63.9 , 68.9 , 70.1 , 71.3 
1072,Nissan,Micra,1.2,2011, 48.1 , 62.1 , 66.6 , 71.5 , 74.1 , 75.2 
1073,Nissan,Micra,1.2,2011, 43.4 , 53.4 , 61.5 , 65.4 , 66.8 , 68.6 
1074,Nissan,Micra,1.2,2012, 45.5 , 56.0 , 64.4 , 68.2 , 70.0 , 72.2 
1075,Nissan,Micra,0.9,2017, 46.7 , 56.7 , 62.2 , 65.3 , 71.9 , 72.0 
1076,Nissan,Micra,0.9,2017, 41.3 , 57.4 , 62.2 , 65.8 , 71.4 , 71.5 
1077,Nissan,Micra,0.9,2017, 40.9 , 59.8 , 63.0 , 66.3 , 68.2 , 71.7 
1078,Nissan,Murano,3.5 V6,2008, 40.8 , 50.2 , 57.8 , 61.9 , 62.8 , 64.0 
1079,Nissan,Murano,3.5 V6,2009, 41.6 , 54.1 , 61.8 , 66.1 , 68.5 , 70.9 
1080,Nissan,Murano,CrossCabriolet,2011, 44.0 , 56.0 , 63.4 , 67.7 , 69.5 , 71.3 
1081,Nissan,Navara,2.5 DCI,2012, 47.2 , 62.2 , 66.1 , 67.4 , 70.3 , 73.2 
1082,Nissan,Note,1.4,2009, 44.3 , 54.6 , 62.7 , 65.5 , 68.3 , 71.5 
1083,Nissan,Note,1.4 L,2010, 40.0 , 61.1 , 66.6 , 68.6 , 73.6 , 74.6 
1084,Nissan,Note,1.2,2014, 41.2 , 61.2 , 65.4 , 67.8 , 71.3 , 74.3 
1085,Nissan,Note,1.2,2016, 39.6 , 56.3 , 62.3 , 65.7 , 69.4 , 72.8 
1086,Nissan,Pathfinder,5.6 V8,2008, 43.1 , 54.9 , 62.0 , 66.4 , 67.7 , 69.0 
1087,Nissan,Pathfinder,3.5 V6,2012, 39.9 , 51.1 , 58.1 , 61.8 , 64.7 , 67.6 
1088,Nissan,Pixo,1.0,2009, 40.9 , 63.8 , 67.0 , 70.5 , 73.0 , 76.9 
1089,Nissan,Pulsar,1.2,2014, 43.3 , 56.9 , 60.1 , 62.7 , 66.6 , 69.0 
1090,Nissan,Qashqai,1.6,2008, 44.7 , 55.0 , 63.3 , 66.8 , 68.9 , 71.2 
1091,Nissan,Qashqai,2.0 dCI,2008, 44.4 , 54.6 , 62.8 , 66.8 , 68.3 , 70.2 
1092,Nissan,Qashqai,2.0,2009, 36.6 , 57.0 , 63.9 , 66.3 , 70.1 , 72.9 
1093,Nissan,Qashqai,1.6,2010, 41.2 , 58.1 , 65.1 , 67.1 , 70.1 , 75.1 
1094,Nissan,Qashqai,1.6,2012, 40.2 , 56.4 , 62.2 , 67.6 , 70.1 , 73.9 
1095,Nissan,Qashqai,1.6,2012, 45.3 , 55.8 , 64.1 , 68.6 , 69.7 , 71.2 
1096,Nissan,Qashqai,1.2,2014, 36.8 , 55.9 , 59.7 , 63.6 , 65.7 , 69.7 
1097,Nissan,Qashqai,1.6,2015, 44.3 , 57.2 , 62.3 , 65.4 , 68.2 , 71.3 
1098,Nissan,Qashqai,1.2,2016, 38.1 , 55.2 , 60.2 , 63.0 , 67.9 , 70.0 
1099,Nissan,Qashqai,1.2,2017, 39.9 , 57.8 , 61.5 , 65.3 , 68.2 , 71.7 
1100,Nissan,Qashqai,1.6,2017, 42.9 , 57.8 , 61.5 , 65.3 , 67.2 , 70.6 
1101,Nissan,Qashqai,1.6D,2017, 47.9 , 59.8 , 62.5 , 65.3 , 67.2 , 70.6 
1102,Nissan,Qashqai+2,2.0,2009, 44.1 , 54.3 , 62.5 , 64.9 , 68.0 , 71.5 
1103,Nissan,Rogue,2.5,2008, 42.9 , 56.6 , 65.1 , 69.8 , 72.8 , 75.9 
1104,Nissan,Rogue,2.5,2014, 39.5 , 51.8 , 59.4 , 63.8 , 66.0 , 68.2 
1105,Nissan,Rogue,2.5,2016, 43.2 , 53.4 , 59.8 , 63.3 , 65.4 , 67.5 
1106,Nissan,Titan,5.6 V8,2016, 43.7 , 56.0 , 63.5 , 68.1 , 69.3 , 70.5 
1107,Nissan,Versa,1.6,2012, 43.5 , 56.0 , 63.7 , 68.1 , 70.4 , 72.7 
1108,Nissan,X-Trail,2.0 dCI,2008, 45.1 , 55.5 , 63.8 , 67.5 , 69.4 , 71.7 
1109,Nissan,X-trail,1.6D,2015, 44.4 , 60.9 , 63.2 , 66.0 , 69.1 , 71.4 
1110,Nissan,X-Trail,1.6,2017, 38.0 , 55.5 , 61.6 , 65.0 , 72.0 , 72.1 
1111,Opel,Agila,1.0,2008, 47.4 , 58.3 , 67.1 , 71.1 , 72.9 , 75.1 
1112,Opel,Agila,1.0,2013, 37.6 , 59.9 , 65.5 , 68.3 , 71.7 , 74.2 
1113,Opel,Agile,1.0,2011, 47.4 , 58.3 , 67.1 , 71.1 , 72.9 , 75.1 
1114,Opel,Ampera,1.4 Hybrid,2012, 44.2 , 54.4 , 62.6 , 67.0 , 68.0 , 69.4 
1115,Opel,Ampera-e,EV,2017, 45.2 , 54.1 , 60.5 , 63.7 , 69.7 , 69.8 
1116,Opel,Antara,2.0 CDTI,2008, 45.3 , 55.8 , 64.1 , 68.7 , 69.7 , 71.1 
1117,Opel,Antera,2.4,2011, 44.1 , 54.2 , 62.4 , 66.2 , 67.8 , 69.8 
1118,Opel,Astra,1.6 GTC,2008, 45.6 , 56.1 , 64.5 , 67.8 , 70.2 , 72.8 
1119,Opel,Astra,1.6 turbo,2008, 45.1 , 55.5 , 63.8 , 67.0 , 69.5 , 72.2 
1120,Opel,Astra,GTC 1.6,2008, 44.5 , 61.8 , 65.7 , 68.6 , 70.4 , 74.4 
1121,Opel,Astra,1.4 Turbo,2009, 45.3 , 59.1 , 63.2 , 65.7 , 66.8 , 69.5 
1122,Opel,Astra,1.4 Turbo,2010, 38.9 , 59.7 , 63.5 , 66.5 , 69.2 , 71.6 
1123,Opel,Astra,1.6 Turbo,2010, 44.9 , 55.2 , 63.5 , 68.2 , 69.0 , 70.2 
1124,Opel,Astra,1.6 Twintop,2010, 42.1 , 60.6 , 65.5 , 68.6 , 70.9 , 73.4 
1125,Opel,Astra,1.6 Turbo,2011, 44.9 , 57.1 , 62.3 , 66.4 , 69.1 , 72.1 
1126,Opel,Astra,1.6 Turbo Stationcar,2011, 39.9 , 59.3 , 64.4 , 66.7 , 69.5 , 72.1 
1127,Opel,Astra,1.4,2012, 44.9 , 60.1 , 64.5 , 67.5 , 69.0 , 73.9 
1128,Opel,Astra,1.4 turbo,2012, 41.6 , 57.8 , 61.8 , 65.5 , 68.8 , 70.2 
1129,Opel,Astra,1.6 Stationcar,2012, 43.7 , 53.8 , 61.9 , 65.1 , 67.4 , 69.9 
1130,Opel,Astra,GTC,2012, 46.3 , 60.8 , 65.8 , 68.3 , 71.4 , 73.0 
1131,Opel,Astra,GTC 1.6,2012, 45.3 , 55.8 , 64.1 , 67.3 , 69.8 , 72.7 
1132,Opel,Astra,1.4,2015, 38.2 , 57.1 , 61.1 , 64.6 , 69.1 , 70.1 
1133,Opel,Astra,1.0,2016, 40.9 , 58.8 , 62.0 , 65.3 , 66.2 , 69.6 
1134,Opel,Astra,1.6D,2016, 47.9 , 57.8 , 61.5 , 65.3 , 67.2 , 70.6 
1135,Opel,Astra,1.6D Estate,2016, 42.3 , 55.5 , 61.1 , 64.5 , 66.8 , 70.9 
1136,Opel,Astra,1.0,2017, 37.9 , 56.8 , 61.5 , 66.3 , 68.2 , 71.7 
1137,Opel,Cascada,1.6,2014, 38.5 , 55.9 , 61.4 , 64.8 , 68.2 , 71.4 
1138,Opel,Corsa,1.6 Turbo GSI,2008, 46.7 , 57.5 , 66.1 , 67.7 , 72.0 , 76.9 
1139,Opel,Corsa,1.2,2009, 45.2 , 55.6 , 63.9 , 67.3 , 69.6 , 72.1 
1140,Opel,Corsa,1.4,2010, 39.9 , 60.2 , 65.2 , 66.3 , 69.7 , 71.4 
1141,Opel,Corsa,1.2,2011, 45.4 , 55.9 , 64.3 , 67.4 , 70.0 , 73.0 
1142,Opel,Corsa,1.3 CDTI,2011, 46.3 , 62.7 , 65.8 , 68.0 , 71.2 , 74.5 
1143,Opel,Corsa,1.3 CDTI,2012, 46.3 , 57.0 , 65.6 , 68.6 , 71.4 , 74.6 
1144,Opel,Corsa,1.0,2015, 45.8 , 58.2 , 62.6 , 66.5 , 70.5 , 72.9 
1145,Opel,Corsa,1.0,2016, 41.1 , 61.2 , 64.8 , 68.3 , 69.2 , 72.8 
1146,Opel,Corsa,OPC,2016, 45.9 , 63.7 , 66.5 , 69.3 , 71.1 , 74.7 
1147,Opel,Corsa,1.0,2017, 45.9 , 60.8 , 64.0 , 67.3 , 69.1 , 72.7 
1148,Opel,Crossland X,1.2,2017, 40.3 , 56.3 , 60.9 , 63.2 , 71.2 , 71.3 
1149,Opel,Insignia,1.6 Turbo Stationcar,2009, 44.3 , 54.6 , 62.7 , 65.7 , 68.3 , 71.3 
1150,Opel,Insignia,2.0 T 4x4,2009, 45.1 , 62.0 , 66.0 , 69.0 , 70.2 , 72.0 
1151,Opel,Insignia,1.4,2012, 44.7 , 55.0 , 63.2 , 68.0 , 68.7 , 69.8 
1152,Opel,Insignia,2.0 CDTI,2012, 43.7 , 53.8 , 61.8 , 66.1 , 67.2 , 68.7 
1153,Opel,Insignia,1.6,2014, 38.1 , 58.2 , 62.2 , 66.3 , 68.3 , 71.8 
1154,Opel,Insignia,2.0D,2015, 46.5 , 58.9 , 62.7 , 66.6 , 68.8 , 71.7 
1155,Opel,Insignia,2.0D,2016, 47.9 , 57.8 , 62.0 , 66.3 , 68.2 , 71.7 
1156,Opel,Insignia,2.0d,2017, 44.9 , 59.8 , 62.5 , 65.3 , 67.2 , 70.6 
1157,Opel,Insignia,2.0d stationcar,2017, 45.3 , 57.0 , 61.2 , 63.9 , 70.1 , 70.2 
1158,Opel,Insignia ,1.5,2017, 45.2 , 55.6 , 60.1 , 63.4 , 69.6 , 69.7 
1159,Opel,Karl,1.0,2017, 39.9 , 59.8 , 63.0 , 66.3 , 70.1 , 73.7 
1160,Opel,Meriva,1.4 Turbo,2010, 43.3 , 59.2 , 64.9 , 66.5 , 69.3 , 72.0 
1161,Opel,Meriva,1.4 turbo,2012, 46.3 , 57.9 , 64.0 , 68.4 , 71.4 , 73.6 
1162,Opel,Mokka,1.6,2013, 38.0 , 59.8 , 66.0 , 67.6 , 69.6 , 73.6 
1163,Opel,Mokka,1.4,2014, 41.5 , 57.5 , 61.6 , 65.4 , 68.4 , 71.8 
1164,Opel,Mokka,1.6D,2017, 46.9 , 61.8 , 64.5 , 67.3 , 68.2 , 71.7 
1165,Opel,Zafira,1.7 CDTI,2008, 47.5 , 58.8 , 63.2 , 68.7 , 71.3 , 73.0 
1166,Opel,Zafira,1.6 Turbo,2010, 44.4 , 54.6 , 62.8 , 66.4 , 68.3 , 70.6 
1167,Opel,Zafira,1.4,2012, 44.5 , 57.2 , 61.6 , 64.9 , 68.6 , 72.3 
1168,Opel,Zafira,1.4,2012, 44.6 , 54.9 , 63.1 , 66.1 , 68.7 , 71.7 
1169,Opel,Zafira,1.6D,2015, 43.6 , 59.2 , 63.1 , 66.9 , 69.6 , 71.3 
1170,Opel,Zafira,2.0D Tourer,2015, 42.9 , 58.2 , 62.1 , 65.9 , 69.6 , 71.3 
1171,Opel,Zafira Tourer,2.0D ,2016, 44.1 , 59.2 , 63.3 , 67.3 , 68.3 , 71.8 
1172,Peugeot,107,1.0,2008, 47.5 , 58.4 , 67.2 , 69.7 , 73.1 , 76.9 
1173,Peugeot,107,1.0,2011, 46.7 , 57.5 , 66.1 , 70.0 , 71.9 , 74.2 
1174,Peugeot,107,1.0,2012, 47.7 , 64.3 , 68.0 , 70.3 , 73.4 , 76.6 
1175,Peugeot,107,1.0,2013, 41.3 , 64.2 , 66.8 , 69.9 , 74.0 , 75.9 
1176,Peugeot,206,1.4 XS,2010, 45.4 , 65.2 , 69.6 , 70.9 , 73.9 , 76.8 
1177,Peugeot,206,1.4,2011, 47.0 , 57.8 , 66.5 , 70.4 , 72.3 , 74.6 
1178,Peugeot,207,1.4,2008, 46.8 , 57.6 , 66.2 , 69.7 , 72.1 , 74.7 
1179,Peugeot,207,1.4 Stationcar,2008, 42.2 , 59.6 , 64.1 , 67.1 , 70.1 , 73.3 
1180,Peugeot,207,1.6 16V HDIF,2008, 44.5 , 62.5 , 65.4 , 68.5 , 70.4 , 74.5 
1181,Peugeot,207,1.6 HDiF Stationcar,2008, 45.3 , 55.8 , 64.1 , 67.5 , 69.8 , 72.3 
1182,Peugeot,207,1.6 Stationcar,2008, 46.3 , 57.0 , 65.5 , 69.2 , 71.3 , 73.6 
1183,Peugeot,207,RC Stationcar,2008, 44.6 , 64.0 , 67.0 , 69.0 , 71.5 , 74.3 
1184,Peugeot,207,1.4 Stationcar,2009, 44.3 , 54.6 , 62.7 , 65.8 , 68.3 , 71.0 
1185,Peugeot,207,1.4 VTi,2010, 44.3 , 54.6 , 62.7 , 65.8 , 68.3 , 71.0 
1186,Peugeot,207,1.6 THP,2010, 44.9 , 55.3 , 63.6 , 67.6 , 69.1 , 71.0 
1187,Peugeot,207,1.6 THP CC,2010, 45.4 , 55.8 , 64.2 , 67.9 , 69.8 , 72.1 
1188,Peugeot,207,1.6 VTI 16v XS,2010, 37.7 , 59.6 , 63.4 , 66.5 , 70.0 , 74.2 
1189,Peugeot,208,1.2 VTI,2012, 45.0 , 58.8 , 63.3 , 65.2 , 69.3 , 71.9 
1190,Peugeot,208,1.4,2012, 44.9 , 55.3 , 63.6 , 66.1 , 69.2 , 72.7 
1191,Peugeot,208,1.6 VTI,2012, 41.0 , 57.9 , 60.8 , 64.3 , 68.3 , 71.4 
1192,Peugeot,208,GTI,2016, 43.9 , 62.7 , 66.5 , 69.3 , 70.1 , 73.7 
1193,Peugeot,208,1.2,2017, 44.9 , 61.8 , 65.0 , 68.3 , 69.1 , 72.7 
1194,Peugeot,208,1.6d,2017, 47.9 , 64.7 , 65.5 , 66.3 , 67.2 , 70.6 
1195,Peugeot,208,GTI,2017, 46.9 , 63.7 , 67.0 , 70.3 , 73.0 , 76.8 
1196,Peugeot,308,1.6,2008, 44.9 , 55.2 , 63.5 , 67.1 , 69.0 , 71.3 
1197,Peugeot,308,1.6 Stationcar,2008, 43.6 , 53.7 , 61.7 , 65.0 , 67.2 , 69.6 
1198,Peugeot,308,2.0 HDiF,2008, 41.3 , 50.9 , 58.5 , 61.3 , 63.7 , 66.3 
1199,Peugeot,308,XT2.0 16V HDI,2008, 44.9 , 60.0 , 65.0 , 67.0 , 69.0 , 71.0 
1200,Peugeot,308,1.6 VTi CC,2009, 44.7 , 55.0 , 63.2 , 66.8 , 68.7 , 71.0 
1201,Peugeot,308,1.6 VTI Stationcar,2009, 39.2 , 59.6 , 62.3 , 65.2 , 68.4 , 71.2 
1202,Peugeot,308,1.6 CC ,2010, 35.6 , 61.3 , 63.1 , 66.7 , 67.4 , 69.2 
1203,Peugeot,308,1.6 THP GTI,2010, 43.6 , 53.7 , 61.7 , 65.7 , 67.1 , 68.9 
1204,Peugeot,308,1.6 VTi,2010, 43.8 , 53.9 , 62.0 , 66.8 , 67.4 , 68.3 
1205,Peugeot,308,1.6 HDI,2011, 44.7 , 55.0 , 63.2 , 67.1 , 68.7 , 70.7 
1206,Peugeot,308,1.6 HDI,2011, 44.7 , 55.0 , 63.2 , 67.1 , 68.7 , 70.7 
1207,Peugeot,308,1.6 THP Stationcar,2011, 37.0 , 61.3 , 62.5 , 63.0 , 67.4 , 69.3 
1208,Peugeot,308,CC 1.6,2012, 45.0 , 55.4 , 63.7 , 68.0 , 69.2 , 70.8 
1209,Peugeot,308,1.6,2013, 37.6 , 56.6 , 59.3 , 61.8 , 65.7 , 68.5 
1210,Peugeot,308,1.2,2014, 43.5 , 58.1 , 61.6 , 64.3 , 66.9 , 69.4 
1211,Peugeot,308,1.6D,2014, 44.0 , 58.7 , 62.5 , 64.8 , 67.7 , 69.4 
1212,Peugeot,308,SW 1.6,2014, 43.7 , 59.1 , 60.8 , 64.8 , 67.3 , 69.4 
1213,Peugeot,308,1.2,2015, 38.2 , 56.1 , 61.1 , 65.1 , 68.6 , 70.1 
1214,Peugeot,308,1.2 Stationcar,2016, 38.9 , 57.8 , 61.5 , 65.3 , 67.2 , 70.6 
1215,Peugeot,308,1.6D,2016, 46.9 , 61.8 , 64.0 , 66.3 , 67.2 , 70.6 
1216,Peugeot,308,GTI,2016, 40.9 , 61.8 , 65.0 , 67.3 , 68.2 , 71.7 
1217,Peugeot,308,1.2 stationcar,2017, 38.5 , 54.1 , 58.8 , 62.8 , 68.8 , 68.9 
1218,Peugeot,407,2.0 Stationcar,2009, 43.1 , 53.0 , 61.0 , 64.7 , 66.3 , 68.3 
1219,Peugeot,508,1.6 E-HDI,2011, 44.2 , 59.0 , 62.0 , 64.5 , 68.0 , 70.0 
1220,Peugeot,508,1.6 e-HDI,2011, 43.2 , 53.2 , 61.2 , 65.1 , 66.5 , 68.3 
1221,Peugeot,508,1.6 E-HDI Stationcar,2011, 50.8 , 58.6 , 61.5 , 64.4 , 70.0 , 71.5 
1222,Peugeot,508,1.6 E-HDI,2012, 43.0 , 55.6 , 58.6 , 62.2 , 66.3 , 69.9 
1223,Peugeot,508,2.0 HDI Stationcar,2012, 43.4 , 53.4 , 61.4 , 65.8 , 66.7 , 68.0 
1224,Peugeot,508,2.0 Hybrid Stationcar,2012, 44.2 , 54.4 , 62.6 , 66.0 , 68.1 , 70.4 
1225,Peugeot,508,1.6D Stationcar,2015, 48.3 , 58.4 , 62.4 , 65.1 , 68.5 , 71.5 
1226,Peugeot,2008,1.6 THP,2010, 44.3 , 54.5 , 62.7 , 65.4 , 68.2 , 71.4 
1227,Peugeot,2008,1.2,2013, 45.7 , 62.8 , 65.4 , 67.1 , 70.3 , 73.0 
1228,Peugeot,2008,1.2,2014, 40.4 , 57.5 , 62.6 , 65.2 , 68.9 , 72.3 
1229,Peugeot,2008,1.2,2015, 39.1 , 59.3 , 63.7 , 67.2 , 71.4 , 74.0 
1230,Peugeot,2008,1.2,2017, 39.3 , 56.7 , 61.1 , 64.1 , 70.2 , 70.3 
1231,Peugeot,3008,1.6 THP,2009, 37.0 , 57.2 , 61.9 , 63.5 , 67.1 , 68.2 
1232,Peugeot,3008,1.6 THP,2009, 44.7 , 55.0 , 63.3 , 66.8 , 68.9 , 71.2 
1233,Peugeot,3008,2.0 HDiF,2010, 44.2 , 54.4 , 62.6 , 65.4 , 68.1 , 71.2 
1234,Peugeot,3008,1.6 VTI,2012, 37.5 , 58.7 , 62.6 , 66.0 , 69.6 , 72.4 
1235,Peugeot,3008,1.2,2017, 36.3 , 56.3 , 60.3 , 63.6 , 69.0 , 69.1 
1236,Peugeot,3008,2.0d,2017, 47.9 , 57.8 , 60.5 , 63.3 , 64.3 , 67.6 
1237,Peugeot,5008,1.8 THP,2010, 43.3 , 57.8 , 63.3 , 66.0 , 68.3 , 70.8 
1238,Peugeot,5008,1.6,2017, 38.9 , 58.8 , 62.0 , 65.3 , 66.2 , 69.6 
1239,Peugeot,RCZ,1.6 THP,2010, 44.3 , 54.6 , 62.7 , 66.1 , 68.3 , 70.7 
1240,Peugeot,RCZ,1.6 THP 200,2011, 43.8 , 53.9 , 62.0 , 66.4 , 67.4 , 68.8 
1241,Pontiac,G8,3.6 V6,2008, 43.8 , 55.6 , 63.0 , 66.8 , 70.4 , 74.1 
1242,Pontiac,G8,GT,2008, 48.5 , 58.1 , 64.1 , 67.2 , 69.9 , 72.5 
1243,Porsche,718,Boxter S,2016, 53.8 , 62.7 , 67.0 , 70.3 , 71.1 , 74.7 
1244,Porsche,718,Cayman,2016, 52.8 , 66.7 , 69.0 , 71.3 , 72.1 , 75.8 
1245,Porsche,718,Boxter S,2017, 52.8 , 63.7 , 67.0 , 70.3 , 71.1 , 74.7 
